Generator,TotalRevenue,TotalProduction,NumberofS/U,Capacity,MarginalCost,S/Ucost,FixedO&MCost,VarO&MCost,LevelizedCapitalCost,PrimaryFuel
SchwabeckHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
BrunsbuettelNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
JochensteinHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
St.GuillermeHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
NiederriedRadelfingenHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
OttmarsheimHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
JablanicaHydroelectricPowerPlantBosniaandHerzegovina,0,0,0,0,0,0,0,0,0,0
RuieniHydroelectricPowerStationRomania,0,0,0,0,0,0,0,0,0,0
CastelnouCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
EntracqueRovinaPiastraPumpedStoragePowerPlantItaly,0,0,0,0,0,0,0,0,0,0
CoiseletHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
OzaljHydroelectricPowerPlantCroatiaCroatia,0,0,0,0,0,0,0,0,0,0
SalignacHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
VillerestHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
Velilla(Guarda)CoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
AngleurGasPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
OstrolekaBCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
Lingen(Emsland)CCGTCHPPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
EdoloPumpedStorageHydroelectricPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
KozjakHydroelectricPowerPlantMacedonia,0,0,0,0,0,0,0,0,0,0
CampodeGibraltarCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
TusimiceCoalPowerPlantCzech,0,0,0,0,0,0,0,0,0,0
CETConstantaCHPPPowerPlantRomania,0,0,0,0,0,0,0,0,0,0
LuccianaThermalPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
LindosoHydroelectricPowerPlantBrazil,0,0,0,0,0,0,0,0,0,0
BeauchastelHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
OrlovacHydroelectricPowerPlantCroatia,0,0,0,0,0,0,0,0,0,0
VaugrisHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
HydrodelaVierre,0,0,0,0,0,0,0,0,0,0
GondoHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
OravaHydroelectricPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
VraneHydroelectricPowerPlantCzechRepublic,0,0,0,0,0,0,0,0,0,0
ReuterWestCHPCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
HodoninCoalCHPPowerPlantCzech,0,0,0,0,0,0,0,0,0,0
AvignonHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
VarazdinHydroelectricPowerPlantCroatiaCroatia,0,0,0,0,0,0,0,0,0,0
BielskoPolnoc(EC1)CHPCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
EdisonBussisulTirinoCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
NiehlCCGTCHPPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
MedjuvrsjeHydroelectricPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
LixheHydroelectricPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
PaluelNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
BourgLesValenceHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
AmerCHPCoalPowerPlantNetherlands,0,0,0,0,0,0,0,0,0,0
VoerdeCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
Tet(La)HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
AdamowCHPCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
MonceauxLaVirolleHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
OcanaHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
NossenerBrückeCHPCCGTPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
NantdeDrancePumpedStoragePowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
RaivaHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
BohuniceNuclearPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
VazzioThermalPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
RevinPumpStorageHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
Sostanj(TES)CoalPowerPlantSlovenia,0,0,0,0,0,0,0,0,0,0
EglisauHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
CraiovaIIPowerStationRomania,0,0,0,0,0,0,0,0,0,0
PontSurSambreCombustionGasPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
VerzascaHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
AldeadavilaHydroelectricPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
RybnikCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
EniBrindisiCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
DirinonCombustionGasPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
EDIPOWERCentraleTermoelettricaBrindisiPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
DychowPumpedStorageHydroelectricPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
EscatronCoalPowerPlantSpain(Shutdown),0,0,0,0,0,0,0,0,0,0
RaulMare(Retezat)HydroelectricPowerStationRomania,0,0,0,0,0,0,0,0,0,0
VogelgrunHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
GundremmingenNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
AarbergHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
LargueHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
HeronIICCGTPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
E.ONDebrecenOCGTCHPPowerPlantHungary,0,0,0,0,0,0,0,0,0,0
KostolacACoalPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
RifaPumpedStoragePowerPlantAustria,0,0,0,0,0,0,0,0,0,0
BeaumontHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
Maritsa3CoalPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
FreimannCHPPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
TresnaHydroelectricPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
EemsCCGTPowerPlantNetherlands,0,0,0,0,0,0,0,0,0,0
SloeCCGTCHPPowerPlantNetherland,0,0,0,0,0,0,0,0,0,0
MominaKlisuraHydroelectricPowerStationBulgaria,0,0,0,0,0,0,0,0,0,0
BocacHydroelectricPowerPlantBosniaandHerzegovina,0,0,0,0,0,0,0,0,0,0
PirotHydroelectricPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
SaintGhislainCCGTPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
PhilippsburgNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
NegotinoThermalPowerPlantMacedonia,0,0,0,0,0,0,0,0,0,0
LugoDiNazzaHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
StLeonardHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
Brevieres/MalgovertHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
StudenKladenetsHydroelectricPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
DalkiaLodzEC3CHPPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
KruemmelNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
WalgauHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
BellevilleNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
AsomataHydroelectricPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
RodundIHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
BydgoszczECIICHPPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
NiedzicaPumpedStoragePowerPlantPoland,0,0,0,0,0,0,0,0,0,0
SorgeniaModugnoCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
PragneresHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
PolaniecCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
LavamuendHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
Castellon3CCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
BucharestSouthCHPPPowerStationRomania,0,0,0,0,0,0,0,0,0,0
Moerdijk1CHPPowerPlantNetherlands,0,0,0,0,0,0,0,0,0,0
ParadelaHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
PuenteNuevo3CoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
LangerloThermalPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
AstonHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
Trbovlje(TES)CoalPowerPlantSlovenia,0,0,0,0,0,0,0,0,0,0
FeldseePumpedstoragePowerPlantAustria,0,0,0,0,0,0,0,0,0,0
StaldenHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
CasTresorerCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
SautMortierHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
KosovoACoalPowerPlantKosovo,0,0,0,0,0,0,0,0,0,0
EdipowerChivassoCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
BempostaHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
CastroHydroelectricPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
PegoCoalPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
PetromBraziCCGTPowerPlantRomania,0,0,0,0,0,0,0,0,0,0
MatkaHydroelectricPowerPlantMacedonia,0,0,0,0,0,0,0,0,0,0
MiskovaHydroelectricPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
KaprunLimbergIIPumpedStoragePowerPlantAustria,0,0,0,0,0,0,0,0,0,0
PlanaDelVentCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
LinthLimmern(Tierfehd)HydroelectricPowerStationsSwitzerland,0,0,0,0,0,0,0,0,0,0
TuzlaCHPPowerPlantBosniaandHerzegovina,0,0,0,0,0,0,0,0,0,0
HopflauenenHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
DetmaroviceCoalPowerPlantCzech,0,0,0,0,0,0,0,0,0,0
BahiadeBizkaia(BBE)CCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
Bathie(La)HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
NarceaCoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
Cercs(Serchs)CoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
DjaleHydroelectricPowerPlantCroatia,0,0,0,0,0,0,0,0,0,0
ApiEnergiaFalconaraIGCCPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
LünenCHPCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
CastelnauLassoutsHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
MartiguesCombustionOilPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
OpatoviceCHPCoalPowerPlantCzech,0,0,0,0,0,0,0,0,0,0
BissorteHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
MelnikIIandIIICoalPowerPlantsCzech,0,0,0,0,0,0,0,0,0,0
BGCassinoCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
AnnabrueckeHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
UgljevikCHPCoalPowerPlantBosniaandHerzegovina,0,0,0,0,0,0,0,0,0,0
Almendra(Villarino)HydroelectricPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
CourrieresCoalPowerPlantFrance(Shutdown),0,0,0,0,0,0,0,0,0,0
LuenerseePumpedStoragePowerPlantAustria,0,0,0,0,0,0,0,0,0,0
MochovceNuclearPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
BistriceIIHydroelectricPowerStationAlbania,0,0,0,0,0,0,0,0,0,0
SlapyHydroelectricPowerPlantCzechRepublic,0,0,0,0,0,0,0,0,0,0
DrogenbosCCGTPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
ArcosdelaFronteraCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
SkaerbaekCHPPowerPlantDenmark,0,0,0,0,0,0,0,0,0,0
FEFerraraCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
BerlinLichterfeldeCHPPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
FossurMerCCGTPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
TeshelHydroelectricPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
SetubalThermalPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
PtolemaisCoalPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
CastejonHCECCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
GrimselIHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
Beverce(Robertville)HydroelectricPowerProjectBelgium,0,0,0,0,0,0,0,0,0,0
SorgeniaApriliaCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
BGTermoliCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
MehrumCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
PlastiraHydroelectricPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
VrutokHydroelectricPowerPlantMacedonia,0,0,0,0,0,0,0,0,0,0
IvozRamet,0,0,0,0,0,0,0,0,0,0
MirandaHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
KozloduyNuclearPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
GrohndeNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
JertovecCCGTPowerPlantCroatia,0,0,0,0,0,0,0,0,0,0
VilarinhodasFurnasHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
CarrapateloHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
BajinaBastaHydroelectricPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
FessenheimHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
LaBatiazHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
SestrimoHydroelectricPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
SwentiboldCHPPowerPlantNetherlands,0,0,0,0,0,0,0,0,0,0
AuzeretteHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
ExxonMobilAntwerpRefineryCHPPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
KorinthosPowerCCGTPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
RingvaartCCGTPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
VauIDejesHydroelectricPowerPlantAlbania,0,0,0,0,0,0,0,0,0,0
ElecGasPegoCCGTPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
IronGateIHydroelectricPowerStationRomania,0,0,0,0,0,0,0,0,0,0
ENELAndreaPalladioFusinaThermalPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
VelsenPowerPlantNetherlands,0,0,0,0,0,0,0,0,0,0
EniMantovaCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
ENELPietroVannucci(Bastardo)CoalPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
PorabkaHydroelectricPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
ENELPiombinoThermalPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
NentillaHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
VandellosNuclearPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
CakovecHydroelectricPowerPlantCroatiaCroatia,0,0,0,0,0,0,0,0,0,0
MayrhofenStoragePowerPlantAustria,0,0,0,0,0,0,0,0,0,0
CernavodaNuclearPowerPlantRomania,0,0,0,0,0,0,0,0,0,0
JoseMariadeOriol(Alcantara)HydroelectricPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
GourNoir(Le)HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
AsPontesCoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
VölklingenFensCHPCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
KokinBrodHydroelectricPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
ENELPortoTolleThermalPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
ValBeynetteHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
LouronHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
AvedoreCoalCHPPowerPlantDenmark,0,0,0,0,0,0,0,0,0,0
MunchenNordCHPPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
KoninCHPCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
EdisonSarmatoCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
AghiosDimitriosCoalPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
LotruCiungetHydroelectricPowerPlantRomania,0,0,0,0,0,0,0,0,0,0
SantaMariadeGaronaNuclearPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
HricovHydroelectricPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
LanauHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
EdisonTerniCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
FlorinaCoalPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
EdisonSimeriCrichiCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
ENELTorrevaldaligaNordThermalPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
VinonHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
Portillon(Le)HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
SaintEtienneCantalesHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
VarnaCoalPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
ENELSulcis(GraziaDeledda)CoalPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
SonReusCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
Irsching3PowerPlantGermany,0,0,0,0,0,0,0,0,0,0
SeujetHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
BrommatHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
AltenwoerthHydroelectricPowerPlantAustria,0,0,0,0,0,0,0,0,0,0
TauronSierszaPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
KremastaHydroelectricPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
GrafenrheinfeldNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
KielceCHPPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
LaziskaCHPCoalPowerPlantPolan,0,0,0,0,0,0,0,0,0,0
MalzeniceCCGTPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
PorabkaZarPumpedStoragePowerPlantPoland,0,0,0,0,0,0,0,0,0,0
DubrovnikHydroelectricPowerPlantBosniaandHerzegovina,0,0,0,0,0,0,0,0,0,0
CETGovoraCoalCHPPRomania,0,0,0,0,0,0,0,0,0,0
JoseCabreraES1(Zorita)NuclearPowerPlantSpain(Shutdown),0,0,0,0,0,0,0,0,0,0
Pouget(Le)HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
LipovecHydroelectricPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
KrichimHydroelectricPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
BrokdorfNuclearPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
BugeyNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
VendaNovaIIPSHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
SajoszogedOCGTPowerPlantHungary,0,0,0,0,0,0,0,0,0,0
ChoozNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
SanRoque1(GasNatural)CCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
TrilloNuclearPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
Brazi(DalkiaTermoPrahova)ThermalCHPPPowerPlantRomania,0,0,0,0,0,0,0,0,0,0
VidraruHydroelectricPowerStationRomania,0,0,0,0,0,0,0,0,0,0
EschsurAlzetteCCGTPowerPlantLuxembourg,0,0,0,0,0,0,0,0,0,0
ValeiraHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
BGMelfiCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
FelsenauHydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
ZagrebElToCHPPowerPlantCroatia,0,0,0,0,0,0,0,0,0,0
GervansHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
KnapsackCCGTPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
BC(Borsodchem)CHPPowerPlantHungary,0,0,0,0,0,0,0,0,0,0
PocinhoHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
HerningCHPPowerPlantDenmark,0,0,0,0,0,0,0,0,0,0
BedzinCHPCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
WroclawCHPPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
AramonOilPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
TarragonaPowerCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
NeurathCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
KoepchenwerkII(Herdecke)PumpedStoragePowerPlantGermany,0,0,0,0,0,0,0,0,0,0
ENIPOWERS.P.A.Stabil.diBrindisiItaly,0,0,0,0,0,0,0,0,0,0
SabonCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
E.ONGonyuCCGTPowerPlantHungary,0,0,0,0,0,0,0,0,0,0
BGRivaltaCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
ParoseniCHPPPowerStationRomania,0,0,0,0,0,0,0,0,0,0
Aceca3IberdrolaCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
TricastinNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
SoulomHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
TikvesHydroelectricPowerPlantMacedonia,0,0,0,0,0,0,0,0,0,0
AltbachCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
KardzhaliHydroelectricPowerPlantBulgaria,0,0,0,0,0,0,0,0,0,0
Handeck3HydroelectricPowerPlantSwitzerland,0,0,0,0,0,0,0,0,0,0
PalosdelaFronteraCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
WerdohlElverlingsenECCGTPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
LavarioMegaloCCGTPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
HeronIOCGTPowerPlantGreece,0,0,0,0,0,0,0,0,0,0
SkopjeCHPPowerPlantMacedonia,0,0,0,0,0,0,0,0,0,0
EygliersHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
IbbenburenCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
Novaky(ENO)ThermalCHPPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
Lazer(Le)HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
AguieiraHydroelectricPowerPlantBrazil,0,0,0,0,0,0,0,0,0,0
BlachowniaCHPCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
BolleneHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
GrandMaladesHydroelectricPowerPlantBelgium,0,0,0,0,0,0,0,0,0,0
MoravaCoalPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
MeiramaCoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
SerrePonconHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
ENIPOWERSPABrindisiCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
EdipowerPiacenzaCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
BlayaisNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
Hospitalet(L')HydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
GerstheimHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
FlamanvilleNuclearPowerPlantFrance,0,0,0,0,0,0,0,0,0,0
EniFerreraErbognoneCCGTPowerPlantItaly,0,0,0,0,0,0,0,0,0,0
UvacHydroelectricPowerPlantSerbia,0,0,0,0,0,0,0,0,0,0
E.ONNyiregyhazaOCGTCHPPowerPlantHungary,0,0,0,0,0,0,0,0,0,0
GenissiatHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
LesceHydroelectricPowerPlantCroatiaCroatia,0,0,0,0,0,0,0,0,0,0
PicoteHydroelectricPowerPlantPortugal,0,0,0,0,0,0,0,0,0,0
ZarnowiecPumpedStorageHydroelectricPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
ChautagneHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
SaguntoCCGTPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
MagnumCCGTPowerPlantNetherland,0,0,0,0,0,0,0,0,0,0
COOIandIIPumpedStorageHydroelectricPowerProjectBelgium,0,0,0,0,0,0,0,0,0,0
SaintEsteveJansonHydroelectricPowerStationFrance,0,0,0,0,0,0,0,0,0,0
VojanyThermalPowerPlantSlovakia,0,0,0,0,0,0,0,0,0,0
LaRoblaCoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
LagiszaCHPCoalPowerPlantPoland,0,0,0,0,0,0,0,0,0,0
FierzaHydroelectricPowerStationAlbania,0,0,0,0,0,0,0,0,0,0
WilhelmshavenCoalPowerPlantGermany,0,0,0,0,0,0,0,0,0,0
PuertollanoCoalPowerPlantSpain,0,0,0,0,0,0,0,0,0,0
